longueur d'onde;nitrate de baryum;chlorure de cuivre(II);chlorure de sodium
nm;1u = 3lux;1u = 3lux;1u = 3lux
513,638;53,957;157,033;157,033
513,81;45,25;200,284;200,284
513,983;16,484;152,406;152,406
514,156;54,406;163,918;163,918
514,329;54,795;139,419;139,419
514,502;56,74;192,66;192,66
514,674;20,731;170,321;170,321
514,847;47,079;149,329;149,329
515,02;47,928;160,14;160,14
515,193;37,995;116,306;116,306
515,366;54,728;164,866;164,866
515,539;41,544;170,815;170,815
515,711;29,766;180,163;180,163
515,884;39,785;150,026;150,026
516,057;43,587;159,374;159,374
516,23;55,216;149,352;149,352
516,403;64,795;189,964;189,964
516,575;55,429;207,176;207,176
516,748;50,746;163,132;163,132
516,921;58,64;180,364;180,364
517,094;79,232;174,585;174,585
517,267;40,866;187,879;187,879
517,439;47,374;170,763;170,763
517,612;20,579;116,725;116,725
517,785;40,557;110,48;110,48
517,958;46,183;187,25;187,25
518,131;52,377;171,781;171,781
518,303;29,375;113,91;113,91
518,476;37,478;115,626;115,626
518,649;33,329;158,037;158,037
518,822;50,235;161,704;161,704
518,994;47,17;159,437;159,437
519,167;29,525;157,8;157,8
519,34;31,637;131,876;131,876
519,513;52,351;148,742;148,742
519,686;39,665;152,687;152,687
519,858;46,187;159,361;159,361
520,031;45,195;147,991;147,991
520,204;53,97;189,063;189,063
520,377;55,643;121,174;121,174
520,55;75,106;212,901;212,901
520,722;34,054;193,235;193,235
520,895;42,541;129,904;129,904
521,068;46,706;189,303;189,303
521,241;53,033;172,89;172,89
521,413;24,6;158,749;158,749
521,586;3,291;101,832;101,832
521,759;63,744;158,563;158,563
521,932;53,522;147,216;147,216
522,105;42,373;171,556;171,556
522,277;48,364;196,767;196,767
522,45;38,437;166,333;166,333
522,623;28,851;142,899;142,899
522,796;41,352;135,733;135,733
522,968;34,562;145,825;145,825
523,141;47,163;183,469;183,469
523,314;23,708;145,983;145,983
523,487;60,913;111,723;111,723
523,66;47,415;162,626;162,626
523,832;30,261;147,466;147,466
524,005;41,419;139,95;139,95
524,178;64,978;189,299;189,299
524,351;47,101;136,589;136,589
524,523;41,949;150,018;150,018
524,696;38,882;174,421;174,421
524,869;62,623;126,165;126,165
525,042;46,525;157,856;157,856
525,215;39,594;125,426;125,426
525,387;31,37;142,107;142,107
525,56;65,445;162,618;162,618
525,733;45,215;165,071;165,071
525,906;56,76;139,717;139,717
526,078;19,406;105,718;105,718
526,251;32,492;122,68;122,68
526,424;59,029;142,762;142,762
526,597;35,397;132,012;132,012
526,769;36,508;126,981;126,981
526,942;44,536;142,15;142,15
527,115;42,663;127,999;127,999
527,288;54,571;117,121;117,121
527,46;60,958;138,427;138,427
527,633;44,583;144,127;144,127
527,806;65,717;130,571;130,571
527,979;33,841;136,905;136,905
528,151;46,35;160,311;160,311
528,324;23,603;127,084;127,084
528,497;56,983;117,268;117,268
528,67;48,245;148,839;148,839
528,842;74,26;163,566;163,566
529,015;45,942;156,739;156,739
529,188;37,423;146,687;146,687
529,361;42,696;133,417;133,417
529,533;49,911;134,247;134,247
529,706;42,362;127,927;127,927
529,879;28,05;124,152;124,152
530,052;19,758;133,993;133,993
530,224;31,353;115,766;115,766
530,397;47,635;135,827;135,827
530,57;49,719;145,097;145,097
530,743;54,484;86,659;86,659
530,915;59,717;156,771;156,771
531,088;44,178;105,467;105,467
531,261;50,472;95,001;95,001
531,434;41,421;119,135;119,135
531,606;73,242;157,142;157,142
531,779;33,153;134,575;134,575
531,952;51,588;125,066;125,066
532,125;54,539;124,322;124,322
532,297;75,533;137,985;137,985
532,47;45,009;94,6;94,6
532,643;51,319;133,522;133,522
532,815;55,057;121,174;121,174
532,988;41,126;150,832;150,832
533,161;65,68;118,321;118,321
533,334;47,731;126,64;126,64
533,506;56,761;128,655;128,655
533,679;60,123;120,927;120,927
533,852;44,927;146,484;146,484
534,025;52,684;125,763;125,763
534,197;24,308;130,362;130,362
534,37;50,732;142,348;142,348
534,543;50,451;118,013;118,013
534,715;55,968;148,707;148,707
534,888;42,698;151,376;151,376
535,061;41,456;131,601;131,601
535,234;50,377;114,983;114,983
535,406;35,269;135,649;135,649
535,579;48,89;109,872;109,872
535,752;38,685;144,14;144,14
535,924;25,442;87,921;87,921
536,097;45,679;139,782;139,782
536,27;56,938;121,834;121,834
536,443;22,452;121,325;121,325
536,615;42,422;125,835;125,835
536,788;35,275;118,172;118,172
536,961;42,069;136,17;136,17
537,134;51,834;169,43;169,43
537,306;37,208;154,543;154,543
537,479;22,641;122,461;122,461
537,652;27,723;120,102;120,102
537,824;40,618;111,848;111,848
537,997;52,185;109,583;109,583
538,17;55,507;139,489;139,489
538,342;46,422;125,817;125,817
538,515;40,66;94,635;94,635
538,688;68,95;107,066;107,066
538,861;52,105;106,185;106,185
539,033;50,606;106,039;106,039
539,206;32,278;124,401;124,401
539,379;40,035;89,197;89,197
539,551;43,115;101,151;101,151
539,724;24,396;99,887;99,887
539,897;46,48;110,973;110,973
540,07;45,63;109,499;109,499
540,242;80,662;130,954;130,954
540,415;51,58;117,373;117,373
540,588;51,893;134,391;134,391
540,76;41,148;147,567;147,567
540,933;40,803;88,293;88,293
541,106;39,431;101,872;101,872
541,278;39,831;149,613;149,613
541,451;33,169;107,69;107,69
541,624;44,238;125,025;125,025
541,797;63,567;114,163;114,163
541,969;53,005;155,129;155,129
542,142;40,945;100,384;100,384
542,315;50,703;148,024;148,024
542,487;49,827;130,083;130,083
542,66;64,951;115,078;115,078
542,833;63,389;104,186;104,186
543,005;31,73;111,485;111,485
543,178;68,898;136,858;136,858
543,351;43,908;94,864;94,864
543,523;53,661;102,071;102,071
543,696;40,34;134,953;134,953
543,869;32,858;118,696;118,696
544,041;31,575;118,723;118,723
544,214;38,122;112,822;112,822
544,387;32,594;133,547;133,547
544,56;48,22;123,248;123,248
544,732;34,695;128,596;128,596
544,905;42,179;112,772;112,772
545,078;52,452;139,84;139,84
545,25;44,667;149,011;149,011
545,423;28,208;100,117;100,117
545,596;59,76;115,071;115,071
545,768;66,56;120,622;120,622
545,941;19,444;93,094;93,094
546,114;44,032;125,571;125,571
546,286;45,674;125,477;125,477
546,459;40,823;124,984;124,984
546,632;69,008;146,97;146,97
546,804;37,613;117,565;117,565
546,977;63,905;123,581;123,581
547,15;49,142;102,087;102,087
547,322;51,74;135,015;135,015
547,495;51,578;114,595;114,595
547,668;64,045;142,543;142,543
547,84;58,879;121,93;121,93
548,013;37,811;95,042;95,042
548,186;40,856;118,038;118,038
548,358;43,909;120,684;120,684
548,531;60,394;102,998;102,998
548,704;57,989;116,399;116,399
548,876;47,587;137,075;137,075
549,049;33,089;108,801;108,801
549,222;52,174;124,72;124,72
549,394;35,778;131,845;131,845
549,567;61,514;141,921;141,921
549,74;58,382;99,63;99,63
549,912;56,974;114,89;114,89
550,085;48,253;130,044;130,044
550,258;34,141;95,463;95,463
550,43;43,935;87,109;87,109
550,603;50,423;143,791;143,791
550,776;49,055;123,338;123,338
550,948;31,405;120,454;120,454
551,121;57,093;135,007;135,007
551,294;64,624;109,136;109,136
551,466;55,358;108,993;108,993
551,639;37,19;106,905;106,905
551,811;51,017;80,519;80,519
551,984;27,493;105,642;105,642
552,157;58,552;114,882;114,882
552,329;60,573;122,195;122,195
552,502;49,924;126,903;126,903
552,675;55,826;132,254;132,254
552,847;56,429;108,553;108,553
553,02;32,743;98,117;98,117
553,193;38,994;132,108;132,108
553,365;73,992;124,302;124,302
553,538;61,376;124,74;124,74
553,711;64,544;126,233;126,233
553,883;51,013;95,411;95,411
554,056;60,848;132,118;132,118
554,229;53,555;94,993;94,993
554,401;51,095;118,927;118,927
554,574;49,596;137,536;137,536
554,746;63,707;121,69;121,69
554,919;48,989;108,059;108,059
555,092;57,92;106,42;106,42
555,264;33,053;85,026;85,026
555,437;69,194;118,861;118,861
555,61;53,156;121,155;121,155
555,782;55,837;122,506;122,506
555,955;47,751;129,532;129,532
556,127;38,739;92,442;92,442
556,3;40,414;85,046;85,046
556,473;37,003;117,331;117,331
556,645;59,204;122,457;122,457
556,818;64,2;108,267;108,267
556,991;42,964;117,717;117,717
557,163;64,156;122,286;122,286
557,336;65,052;123,088;123,088
557,509;65,821;128,154;128,154
557,681;60,74;104,369;104,369
557,854;40,675;123,319;123,319
558,026;35,325;103,38;103,38
558,199;38,156;103,074;103,074
558,372;69,344;123,188;123,188
558,544;48,015;124,42;124,42
558,717;62,13;108,27;108,27
558,89;47,512;108,212;108,212
559,062;55,959;124,277;124,277
559,235;61,211;98,783;98,783
559,407;55,506;115,257;115,257
559,58;43,273;118,216;118,216
559,753;40,733;115,518;115,518
559,925;51,066;110,184;110,184
560,098;84,278;143,692;143,692
560,27;43,619;121,465;121,465
560,443;42,336;97,428;97,428
560,616;15,776;106,926;106,926
560,788;36,698;109,937;109,937
560,961;37,612;81,531;81,531
561,134;54,553;115,679;115,679
561,306;49,072;117,665;117,665
561,479;53,476;80,558;80,558
561,651;73,781;121,928;121,928
561,824;49,262;121,363;121,363
561,997;57,106;112,779;112,779
562,169;50,79;145,196;145,196
562,342;39,125;115,666;115,666
562,514;43,935;106,559;106,559
562,687;72,44;122,039;122,039
562,86;41,632;99,927;99,927
563,032;61,697;142,872;142,872
563,205;55,092;115,944;115,944
563,377;58,925;112,491;112,491
563,55;47,492;112,271;112,271
563,723;34,365;81,145;81,145
563,895;26,285;121,524;121,524
564,068;34,679;114,162;114,162
564,24;42,28;92,703;92,703
564,413;74,889;139,585;139,585
564,586;41,504;91,322;91,322
564,758;65,018;134,638;134,638
564,931;47,532;84,144;84,144
565,103;67,085;118,389;118,389
565,276;27,391;90,299;90,299
565,449;50,728;117,274;117,274
565,621;45,405;148,666;148,666
565,794;30,758;102,164;102,164
565,966;58,826;125,64;125,64
566,139;42,16;123,207;123,207
566,311;80,918;124,473;124,473
566,484;25,358;101,075;101,075
566,657;60,008;128,962;128,962
566,829;25,33;103,683;103,683
567,002;36,932;132,837;132,837
567,174;55,069;132,722;132,722
567,347;39,123;122,543;122,543
567,52;62,305;129,279;129,279
567,692;85,522;170,387;170,387
567,865;63,77;130,762;130,762
568,037;66,035;153,765;153,765
568,21;35,54;136,08;136,08
568,382;52,006;149,736;149,736
568,555;50,454;119,025;119,025
568,728;79,475;155,195;155,195
568,9;52,405;125,034;125,034
569,073;45,668;126,748;126,748
569,245;45,915;137,021;137,021
569,418;54,797;105,426;105,426
569,591;22,531;133,054;133,054
569,763;70,461;126,446;126,446
569,936;55,045;121,188;121,188
570,108;67,336;129,683;129,683
570,281;40,084;123,662;123,662
570,453;57,309;170,313;170,313
570,626;67,96;149,925;149,925
570,799;50,293;129,746;129,746
570,971;80,266;125,873;125,873
571,144;51,056;143,867;143,867
571,316;65,81;146,789;146,789
571,489;72,748;130,602;130,602
571,661;72,844;144,545;144,545
571,834;47,891;152,506;152,506
572,006;57,443;137,324;137,324
572,179;57,723;142,913;142,913
572,352;63,85;151,846;151,846
572,524;42,656;122,861;122,861
572,697;51,029;155,3;155,3
572,869;69,992;167,735;167,735
573,042;47,055;117,419;117,419
573,214;65,08;189,276;189,276
573,387;55,496;169,36;169,36
573,56;55,048;184,556;184,556
573,732;52,4;150,534;150,534
573,905;35,74;129,616;129,616
574,077;70,723;180,467;180,467
574,25;62,198;164,885;164,885
574,422;67,008;169,619;169,619
574,595;54,713;161,545;161,545
574,767;58,122;195,769;195,769
574,94;47,893;164,099;164,099
575,112;61,307;183,315;183,315
575,285;56,925;146,097;146,097
575,458;54,221;187,115;187,115
575,63;50,341;181,471;181,471
575,803;54,934;203,408;203,408
575,975;7,345;117,353;117,353
576,148;78,571;193,718;193,718
576,32;42,503;199,6;199,6
576,493;64,01;207,459;207,459
576,665;45,695;168,55;168,55
576,838;41,303;185,563;185,563
577,01;78,957;178,616;178,616
577,183;57,035;196,382;196,382
577,356;34,372;211,833;211,833
577,528;53,806;188,712;188,712
577,701;78,157;213,44;213,44
577,873;31,18;210,469;210,469
578,046;57,244;186,355;186,355
578,218;67,909;219,712;219,712
578,391;72,951;208,3;208,3
578,563;40,824;195,273;195,273
578,736;69,056;237,671;237,671
578,908;59,116;253,793;253,793
579,081;84,239;252,349;252,349
579,253;67,186;240,135;240,135
579,426;67,605;273,498;273,498
579,599;79,562;258,662;258,662
579,771;81,691;278,632;278,632
579,944;71,857;277,868;277,868
580,116;46,228;262,24;262,24
580,289;92,674;320,443;320,443
580,461;63,589;256,561;256,561
580,634;76,924;285,111;285,111
580,806;76,614;278,339;278,339
580,979;86,517;317,613;317,613
581,151;95,647;318,858;318,858
581,324;71,929;315,605;315,605
581,496;74,037;333,904;333,904
581,669;82,179;330,037;330,037
581,841;98,461;392,502;392,502
582,014;92,375;360,499;360,499
582,186;111,43;362,138;362,138
582,359;95,246;396,093;396,093
582,531;73,419;383,358;383,358
582,704;96,326;395,172;395,172
582,876;80,935;425,017;425,017
583,049;99,217;437,416;437,416
583,222;98,758;450,133;450,133
583,394;101,487;467,292;467,292
583,567;143,587;532,428;532,428
583,739;115,875;475,209;475,209
583,912;135,654;503,989;503,989
584,084;126,851;555,534;555,534
584,257;143,176;593,684;593,684
584,429;158,101;590,968;590,968
584,602;125,98;578,887;578,887
584,774;181,365;610,399;610,399
584,947;186,891;649,151;649,151
585,119;187,447;725,347;725,347
585,292;201,454;764,831;764,831
585,464;217,551;884,638;884,638
585,637;220,437;895,019;895,019
585,809;220,313;902,949;902,949
585,982;231,193;995,891;995,891
586,154;259,939;1025,54;1025,54
586,327;282,254;1122,65;1122,65
586,499;304,553;1181,33;1181,33
586,672;306,989;1330,35;1330,35
586,844;365,768;1467,2;1467,2
587,017;387,266;1603,2;1603,2
587,189;420,341;1773,8;1773,8
587,362;454,856;1914,12;1914,12
587,534;491,031;2118,15;2118,15
587,707;542,308;2459;2459
587,879;620,487;2823,29;2823,29
588,052;792,793;3601,39;3601,39
588,224;1223,41;5553,07;5553,07
588,397;2585,93;16384;16384
588,569;5400,1;16384;16384
588,742;9730,72;16384;16384
588,914;14615,2;16384;16384
589,087;16314,2;16384;16384
589,259;16300,3;16384;16384
589,432;16286;16384;16384
589,604;15261,6;16384;16384
589,777;11068,1;16384;16384
589,949;8163,23;16384;16384
590,122;4869,99;16384;16384
590,294;2210,28;16384;16384
590,466;753,095;16384;16384
590,639;535,745;16384;16384
590,811;444,547;16384;16384
590,984;347,275;16384;16384
591,156;323,618;16384;16384
591,329;259,152;16384;16384
591,501;244,681;16384;16384
591,674;214,376;16384;16384
591,846;169,472;16384;16384
592,019;154,683;16384;16384
592,191;118,782;16384;16384
592,364;146,186;16384;16384
592,536;118,181;16384;16384
592,709;122,25;16384;16384
592,881;121,688;16384;16384
593,054;92,455;16384;16384
593,226;98,704;16384;16384
593,399;98,062;16384;16384
593,571;108,751;16384;16384
593,744;79,861;973,918;973,918
593,916;76,968;449,803;449,803
594,088;95,299;408,539;408,539
594,261;80,787;427,614;427,614
594,433;81,977;440,983;440,983
594,606;88,835;378,288;378,288
594,778;69,789;398,742;398,742
594,951;84,74;366,209;366,209
595,123;69,611;386,99;386,99
595,296;76,815;358,825;358,825
595,468;91,601;358,141;358,141
595,641;63,965;334,841;334,841
595,813;69,601;298,81;298,81
595,986;62,279;303,006;303,006
596,158;51,823;284,303;284,303
596,331;45,135;287,733;287,733
596,503;69,891;272,859;272,859
596,675;46,298;295,891;295,891
596,848;80,121;262,817;262,817
597,02;76,451;267,456;267,456
597,193;50,298;254,585;254,585
597,365;66,869;281,026;281,026
597,538;49,943;273,589;273,589
597,71;56,225;272,085;272,085
597,883;68,473;302,236;302,236
598,055;58,907;272,698;272,698
598,228;67,804;243,142;243,142
598,4;50,429;243,453;243,453
598,572;86,182;252,334;252,334
598,745;64,276;225,063;225,063
598,917;82,621;207,203;207,203
599,09;47,493;204,492;204,492
599,262;38,283;224,432;224,432
599,435;87,646;253,809;253,809
599,607;65,889;204,439;204,439
599,78;62,45;238,868;238,868
599,952;42,67;240,372;240,372
600,124;48,912;192,096;192,096
600,297;83,577;220,743;220,743
600,469;54,227;189,672;189,672
600,642;55,104;215,285;215,285
600,814;62,442;213,034;213,034
600,987;63,384;192,132;192,132
601,159;58,288;239,356;239,356
601,331;47,647;233,003;233,003
601,504;44,233;188,868;188,868
601,676;64,639;196,417;196,417
601,849;58,212;191,309;191,309
602,021;34,31;194,822;194,822
602,194;48,803;172,122;172,122
602,366;66,86;192,66;192,66
602,539;55,444;185,721;185,721
602,711;53,497;185,871;185,871
602,883;55,926;176,19;176,19
603,056;41,565;190,306;190,306
603,228;85,548;185,058;185,058
603,401;44,212;191,757;191,757
603,573;65,152;192,319;192,319
603,746;34,02;189,781;189,781
603,918;69,212;180,457;180,457
604,09;87,349;192,969;192,969
604,263;58,642;179,26;179,26
604,435;75,548;177,4;177,4
604,608;75,916;173,193;173,193
604,78;43,252;187,747;187,747
604,953;53,102;187,764;187,764
605,125;59,947;167,781;167,781
605,297;72,465;195,586;195,586
605,47;68,237;192,773;192,773
605,642;46,668;171,254;171,254
605,815;43,003;174,735;174,735
605,987;84,871;215,132;215,132
606,159;61,179;161,873;161,873
606,332;89,224;179,927;179,927
606,504;51,909;186,799;186,799
606,677;78,676;176,931;176,931
606,849;47,771;155,458;155,458
607,022;71,445;200,374;200,374
607,194;68,747;199,751;199,751
607,366;81,781;192,786;192,786
607,539;77,091;190,282;190,282
607,711;92,647;202,939;202,939
607,884;64,742;217,196;217,196
608,056;89,83;227,672;227,672
608,228;98,965;234,401;234,401
608,401;50,57;210,605;210,605
608,573;62,099;209,761;209,761
608,746;43,99;185,872;185,872
608,918;58,575;160,438;160,438
609,09;69,189;156,902;156,902
609,263;73,349;154,707;154,707
609,435;35,309;125,033;125,033
609,608;73,798;154,016;154,016
609,78;43,549;145,262;145,262
609,952;67,887;139,933;139,933
610,125;31,245;143,089;143,089
610,297;52,526;159,294;159,294
610,47;56,733;154,786;154,786
610,642;58,703;139,839;139,839
610,814;58,603;152,14;152,14
610,987;220,43;474,758;474,758
611,159;66,398;152,332;152,332
611,332;48,23;137,913;137,913
611,504;57,886;159,208;159,208
611,676;54,717;138,698;138,698
611,849;62,284;147,955;147,955
612,021;85,918;121,769;121,769
612,194;29,974;116,604;116,604
612,366;55,872;105,37;105,37
612,538;58,993;143,502;143,502
612,711;64,461;158,744;158,744
612,883;67,259;121,401;121,401
613,055;45,944;120,354;120,354
613,228;78,366;141,472;141,472
613,4;45,015;109,419;109,419
613,573;47,587;117,305;117,305
613,745;52,539;129,119;129,119
613,917;62,851;125,97;125,97
614,09;42,867;109,272;109,272
614,262;50,238;137,131;137,131
614,435;64,855;118,362;118,362
614,607;69,229;129,709;129,709
614,779;55,809;114,825;114,825
614,952;51,922;121,706;121,706
615,124;60,564;105,044;105,044
615,296;68,136;126,893;126,893
615,469;60,931;136,122;136,122
615,641;84,19;127,386;127,386
615,814;75,879;124,122;124,122
615,986;54,43;119,777;119,777
616,158;84,847;118,467;118,467
616,331;62,132;118,37;118,37
616,503;32,212;149,52;149,52
616,675;68,784;129,366;129,366
616,848;86,801;118,845;118,845
617,02;48,616;124,725;124,725
617,193;75,913;117,502;117,502
617,365;61,627;125,986;125,986
617,537;51,819;86,612;86,612
617,71;53,389;87,898;87,898
617,882;72,7;103,985;103,985
618,054;39,615;141,399;141,399
618,227;73,374;121,454;121,454
618,399;83,108;130,175;130,175
618,571;59,42;126,319;126,319
618,744;62,193;122,981;122,981
618,916;69,196;126,044;126,044
619,089;91,005;123,252;123,252
619,261;51,251;115,617;115,617
619,433;53,625;126,677;126,677
619,606;51,684;92,013;92,013
619,778;46,495;120,166;120,166
619,95;41,09;111,531;111,531
620,123;50,933;104,073;104,073
620,295;71,437;120,391;120,391
620,467;47,184;88,102;88,102
620,64;62,297;129,219;129,219
620,812;78,429;131,337;131,337
620,984;49,112;119,573;119,573
621,157;50,41;113,798;113,798
621,329;58,598;115,957;115,957
621,502;49,596;90,775;90,775
621,674;65,333;120,054;120,054
621,846;56,958;88,75;88,75
622,019;33,249;89,709;89,709
622,191;62,917;108,732;108,732
622,363;42,329;96,674;96,674
622,536;69,218;102,666;102,666
622,708;56,467;115,26;115,26
622,88;44,983;97,474;97,474
623,053;79,231;99,807;99,807
623,225;88,828;114,387;114,387
623,397;52,981;110,185;110,185
623,57;44,454;95,746;95,746
623,742;61,824;107,987;107,987
623,914;67,782;107,126;107,126
624,087;49,603;95,793;95,793
624,259;79,79;116,585;116,585
624,431;59,224;95,863;95,863
624,604;63,394;100,461;100,461
624,776;46,356;91,871;91,871
624,948;61,273;116,096;116,096
625,121;62,416;114,039;114,039
625,293;47,224;92,264;92,264
625,465;56,128;97,297;97,297
625,638;74,315;112,275;112,275
625,81;51,939;100,616;100,616
625,982;42,351;107,39;107,39
626,155;74,056;94,242;94,242
626,327;77,476;121,271;121,271
626,499;39,829;97,997;97,997
626,672;62,9;88,206;88,206
626,844;52,952;122,298;122,298
627,016;52,332;97,792;97,792
627,189;43,147;96,739;96,739
627,361;38,304;112,027;112,027
627,533;38,682;97,425;97,425
627,706;58,326;126,569;126,569
627,878;69,959;110,869;110,869
628,05;48,554;79,978;79,978
628,223;42,15;112,842;112,842
628,395;55,519;92,032;92,032
628,567;58,751;102,799;102,799
628,74;69,862;107,895;107,895
628,912;56,345;111,975;111,975
629,084;43,99;103,148;103,148
629,257;68,244;115,814;115,814
629,429;62,151;120,69;120,69
629,601;71,77;101,902;101,902
629,773;62,213;99,398;99,398
629,946;54,686;107,93;107,93
630,118;71,47;108,381;108,381
630,29;61,237;135,06;135,06
630,463;63,792;125,419;125,419
630,635;70,176;105,753;105,753
630,807;51,573;106,168;106,168
630,98;31,759;98,627;98,627
631,152;64,026;98,147;98,147
631,324;73,597;109,317;109,317
631,497;61,344;87,209;87,209
631,669;69,402;116,784;116,784
631,841;60,967;103,042;103,042
632,013;45,68;93,531;93,531
632,186;79,561;109,509;109,509
632,358;83,308;80,156;80,156
632,53;65,859;105,64;105,64
632,703;79,521;80,669;80,669
632,875;44,864;75,127;75,127
633,047;64,924;111,044;111,044
633,22;50,373;86,36;86,36
633,392;69,55;131,484;131,484
633,564;85,533;89,097;89,097
633,736;69,729;95,017;95,017
633,909;57,79;99,255;99,255
634,081;52,129;97,445;97,445
634,253;70,682;91,438;91,438
634,426;58,234;95,167;95,167
634,598;59,004;111,617;111,617
634,77;43,08;101,924;101,924
634,943;46,159;86,735;86,735
635,115;65,965;108,214;108,214
635,287;82,564;116,177;116,177
635,459;50,81;95,192;95,192
635,632;59,566;109,985;109,985
635,804;59,071;92,418;92,418
635,976;61,706;108,331;108,331
636,149;76,224;101,489;101,489
636,321;42,582;96,621;96,621
636,493;47,676;80,439;80,439
636,665;35,065;101,601;101,601
636,838;64,413;108,487;108,487
637,01;62,865;90,443;90,443
637,182;47,741;81,083;81,083
637,355;68,983;103,07;103,07
637,527;65,162;102,656;102,656
637,699;69,455;111,812;111,812
637,871;68,244;111,939;111,939
638,044;61,098;99,683;99,683
638,216;58,32;117,537;117,537
638,388;31,182;110,605;110,605
638,561;54,856;118,479;118,479
638,733;54,56;111,267;111,267
638,905;71,131;107,122;107,122
639,077;65,801;102,664;102,664
639,25;55,063;50,032;50,032
639,422;57,603;109,016;109,016
639,594;74,193;101,992;101,992
639,766;67,605;88,559;88,559
639,939;44,065;97,367;97,367
640,111;57,318;99,813;99,813
640,283;70,192;103,196;103,196
640,456;57,591;106,758;106,758
640,628;58,396;106,646;106,646
640,8;59,624;90,123;90,123
640,972;68,58;82,266;82,266
641,145;60,245;97,291;97,291
641,317;50,11;109,517;109,517
641,489;51,836;99,376;99,376
641,661;58,93;85,075;85,075
641,834;78,08;95,381;95,381
642,006;77,761;98,579;98,579
642,178;41,662;108,549;108,549
642,35;85,33;99,196;99,196
642,523;44,274;78,893;78,893
642,695;75,826;112,428;112,428
642,867;56,609;101,804;101,804
643,039;46,34;73,694;73,694
643,212;36,287;118,678;118,678
643,384;66,281;91,214;91,214
643,556;49,521;80,216;80,216
643,728;72,589;81,077;81,077
643,901;49,179;100,701;100,701
644,073;78,378;91,7;91,7
644,245;63,02;95,063;95,063
644,417;66,468;118,796;118,796
644,59;30,564;68,991;68,991
644,762;67,989;107,368;107,368
644,934;82,725;117,264;117,264
645,106;51,569;97,126;97,126
645,279;61,345;101,412;101,412
645,451;43,355;80,704;80,704
645,623;72,994;121,461;121,461
645,795;58,656;93,932;93,932
645,968;60,476;88,767;88,767
646,14;39,876;96,979;96,979
646,312;85,02;105,309;105,309
646,484;77,873;77,215;77,215
646,657;52,49;90,014;90,014
646,829;53,77;123,223;123,223
647,001;61,053;115,44;115,44
647,173;77,964;128,78;128,78
647,346;65,504;94,368;94,368
647,518;47,025;89,029;89,029
647,69;66,158;106,822;106,822
647,862;62,083;106,597;106,597
648,035;62,135;80,068;80,068
648,207;89,227;104,126;104,126
648,379;42,685;71,793;71,793
648,551;54,494;92,377;92,377
648,724;60,354;88,967;88,967
648,896;51,875;104,968;104,968
649,068;94,807;101,028;101,028
649,24;63,363;95,084;95,084
649,412;68,747;103,903;103,903
649,585;73,08;100,203;100,203
649,757;52,361;85,567;85,567
649,929;53,165;84,238;84,238
650,101;42,756;85,942;85,942
650,274;51,888;71,752;71,752
650,446;85,493;86,129;86,129
650,618;54,377;92,19;92,19
650,79;62,694;90,178;90,178
650,962;71,424;104,793;104,793
651,135;74,41;104,831;104,831
651,307;65,176;102,636;102,636
651,479;70,334;97,561;97,561
651,651;51,483;75,172;75,172
651,824;55,374;94,2;94,2
651,996;63,711;98,298;98,298
652,168;64,887;105,054;105,054
652,34;48,153;98,004;98,004
652,512;65,379;100,943;100,943
652,685;65,265;102,427;102,427
652,857;41,094;89,787;89,787
653,029;45,286;104,863;104,863
653,201;56,804;83,934;83,934
653,374;60,851;95,628;95,628
653,546;70,053;69,669;69,669
653,718;95,655;107,25;107,25
653,89;60,368;122,191;122,191
654,062;78,552;110,689;110,689
654,235;47,735;91,229;91,229
654,407;72,854;95,047;95,047
654,579;54,686;107,538;107,538
654,751;63,613;82,859;82,859
654,923;71,463;75,353;75,353
